Input.Sample	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Pearson.Correlation	RMSE	Type	Input.Sample	Alt_ID	Cohort						
BR114	0.008110557	0.002031455	0	0	0	0.230792409	0	0.019823285	0.056220127	0	0.054754734	0.011560117	0	0.232788533	0	0.342920102	0	0	0.040998681	0	0	0	0.198	0.088114396	1.076644247	Kan	BR114	BR114	Kan						
BR116	0.086132356	0	0.143513595	0.237668929	0	0.108812021	0	0.072832563	0.011343942	0	0	0.006909017	0.006271081	0	0.015918017	0.220979543	0.02828939	0	0.012426404	0.048903141	0	0	0.001	0.303475949	0.96035154	Kan	BR116	BR116	Kan						
BR121	0.015538725	0.011043743	0.012643137	0.169822223	0	0.069874317	0.024687714	0.099357333	0.036735823	0	0	0.07068942	0.016281421	0.111864776	0.100482616	0.213623964	0	0	0	0.047354789	0	0	0.023	0.208138348	1.004801567	Kan	BR121	BR121	Kan						
BR124	0.029415893	0	0.001323429	0.102087247	0	0.02488733	0	0.032795302	0.015646266	0	0	0.001110921	0	0.174568836	0.038337118	0.522733982	0	0	0.057093679	0	0	0	0	0.451068724	0.895993454	Kan	BR124	BR124	Kan						
BR127	0.00809755	0	0	0.094533368	0	0.118910934	0	0.113414376	0.025459083	0	0	0.002915576	0.023040664	0.195091151	0.096690473	0.263648887	0.013130126	0	0	0.045067812	0	0	0.184	0.093253815	1.065053963	Kan	BR127	BR127	Kan						
BR128	0.019239027	0	0.003070695	0	0	0.216226436	0	0.048219105	0.019115746	0	0	0.092060476	0.0272806	0.028563648	0.140330939	0.216548863	0.013433229	0	0.175911236	0	0	0	0	0.467989318	0.883336611	Kan	BR128	BR128	Kan						
BR135	0.027516003	0	0.012501063	0.076563117	0	0.08285577	0	0.03762643	0	0.021547072	0	0.022771028	0.039620902	0.002952624	0.041498263	0.435461676	0.030633842	0	0.16845221	0	0	0	0.001	0.295287889	0.964984543	Kan	BR135	BR135	Kan						
BR136	0.024422871	0.014557134	1.00E-04	0.076005332	0	0.051201549	0	0.070601135	8.00E-04	0	0	0.015780562	0	0.193902656	0.038092135	0.452929873	0	0	0	0.056788937	0	0.004801019	0	0.62449184	0.787604387	Kan	BR136	BR136	Kan						
BR143	0	0.014671962	0.016265902	0.091428534	0	0.187102125	0	0.079196349	0	0.088416117	0	0	0	0	0.07944484	0.291059145	0.083089352	0	0.053521674	0	0.015804001	0	0.302	0.063667895	1.059464415	Kan	BR143	BR143	Kan						
BR145	0.004314435	0.008444976	0	0.124564412	0	0.163972246	0.06034708	0.048973341	0.009609931	0.017528537	0	0.208046908	0.005281993	0	0.084318033	0.186952449	0	0.025836241	0	0.039075856	0	0.012733563	0.023	0.209674048	1.021170488	Kan	BR145	BR145	Kan						
BR148	0.080446764	0	0.005674645	0.165587234	0	0.204903885	9.00E-04	0.044820974	0	0.030065389	0	0.008370861	0	0	0.030556816	0.218791558	0.124833087	0	0.085013813	0	0	0	0.122	0.116290273	1.036023712	Kan	BR148	BR148	Kan						
BR152	0.008933887	0	0.001470121	0.071055839	0	0.104637228	0	0.045038381	0.015329316	0	0.001151004	0.059984764	0.044371317	0.006919956	0.07163089	0.527950397	0.001470713	0	0.040056187	0	0	0	0.106	0.126113195	1.051140034	Kan	BR152	BR152	Kan						
BR154	0.028630936	0	0.015008702	0.144142202	0	0.119974568	0	0.041355021	0.00770124	0.007757728	0	0	0	0	0.091304408	0.283495267	0.059059081	0	0.201570848	0	0	0	0.028	0.196087693	1.004735025	Kan	BR154	BR154	Kan						
BR159	0.045122255	0.010819065	0	0.178203403	0	0.194296528	0.005763655	0.040646226	0.021478787	0.08988917	0	0.085528278	0.001889019	0.033193022	0.07352442	0.141043568	0.020436029	0	0.058166576	0	0	0	0	0.384242144	0.927315274	Kan	BR159	BR159	Kan						
BR161	0.009352053	0	2.00E-04	0.091936696	0	0.150449686	1.00E-04	0.031663418	0.027281829	0.034588614	0	0	0.024349787	0	0.039829527	0.438813965	0.014551972	0	0.127703706	0	0	0.009265305	0	0.388638305	0.922115817	Kan	BR161	BR161	Kan						
BR164	0.001651341	0.029133308	0	0.145942268	0	0	0.077464303	0.096466002	0	0.06937747	0	0	0.011456936	0.021399339	0.21583993	0.268889045	0.026719228	0.013080378	0	0	0.022580453	0	0.027	0.202360686	1.023571234	Kan	BR164	BR164	Kan						
BR167	0.06334647	0	0.005141724	0.118600804	0	0.190682973	0	0.065504922	0.020062016	0.068585172	0	0.010339671	0	0.149269216	0.093088481	0.180750898	0	0	0.034627654	0	0	0	0	0.413632474	0.910291961	Kan	BR167	BR167	Kan						
BR170	0.007032165	0	0.003799875	0.067397317	0	0.24123165	0	0.099172815	0.013958187	0.016697752	0	0.063849994	0.010608439	0.09975742	0.20063972	0.158230948	0	0	0.017623717	0	0	0	0	0.388883005	0.928629819	Kan	BR170	BR170	Kan						
BR175	0.044182507	0	0	0.07505898	0	0.243256174	0.043322446	0.095048882	0	0.092309907	0	0.052682209	0.002849904	0.014097196	0.162078749	0.132467784	0.009460296	0	0.005102509	0.027283766	8.00E-04	0	0	0.370765728	0.935873604	Kan	BR175	BR175	Kan						
BR176	0.002692765	0	0.003868486	0.133983669	0	0.064422995	0.101735794	0.051148237	0	0.033052377	0	0.068867417	0	0	0.13311652	0.22505632	0	0.023128936	0	0.033557656	0	0.125368828	0.018	0.216404537	1.005585833	Kan	BR176	BR176	Kan						
BR181	0.037353812	0	0.00321095	0.191311386	0	0.132054023	0.024133401	0.073451133	0	0.067849987	0	0.008974082	0.00678976	0	0.136424613	0.204252642	0.066747933	0	0.003587238	0.01276491	0.031094131	0	0	0.363344181	0.935130179	Kan	BR181	BR181	Kan						
BR182	0.05513923	0	0	0.039012714	0	0.110541568	0	0.010731016	0	0.013456252	0	0.008819125	0	0.38131886	0.039473898	0.275817918	0	0	0.041210625	0.024478794	0	0	0	0.628523405	0.780119904	Kan	BR182	BR182	Kan						
BR183	0.002943066	0	0	0.05286262	0	0.098715062	0	0.046331125	0	0.033253265	0	0.016983463	0.056095684	0.001871423	0.07302012	0.560478792	0.016062537	0	0.025690907	0	0.015691937	0	0	0.362020243	0.940914905	Kan	BR183	BR183	Kan						
BR187	9.00E-04	0	0	0.245910841	0	0	0.006963802	0.014597643	0.001700424	0.046452892	0	0.018184599	0	0.11461843	0.099326846	0.288688496	0.062641757	0	0.096226516	0	0.003746083	0	0.008	0.251074702	0.987828686	Kan	BR187	BR187	Kan						
BR188	0.010696861	0	0.002799038	0.055715595	0	0.228729612	0	0.07377949	0.007561611	0	0	0.027641329	0.011487382	0.133973415	0.129859178	0.199462291	0.010685831	0	0.107608368	0	0	0	0	0.484710191	0.874656245	Kan	BR188	BR188	Kan						
BR194	0.017721832	0	0.059341797	0.089216333	0	0.190405261	0	0.095816934	0	0	0	0.04573112	0.028028024	0	0.120384304	0.231879386	0.017114569	0	0.104303465	1.00E-04	0	0	0.057	0.164077127	1.017216385	Kan	BR194	BR194	Kan						
BR195	0.07379895	0	0.05738163	0.050486051	0	0.128927836	0	0.071396229	0.001851258	0	0	0.013622598	0	0.17043503	0.097294903	0.251150874	0	0	0.081916326	0.001738316	0	0	0	0.390546187	0.920767199	Kan	BR195	BR195	Kan						
BR196	0.07355109	0.010544041	0	0.154081967	0	0.158043984	0	0.043339409	0.00747912	0.02400843	0	0.051724857	0	0.01967613	0.036850271	0.346261617	0.028035569	0	0.046403515	0	0	0	0	0.348587369	0.940207819	Kan	BR196	BR196	Kan						
BR200	0	0	0.005715851	0.02743347	0	0.1921519	0.048900682	0.059485581	0	0.036702586	0	0.007067931	0	0	0.051750293	0.474269901	0.001668439	0.023827404	0	0.041342538	0.012135236	0.017548189	0.063	0.153126854	1.031000251	Kan	BR200	BR200	Kan						
BR205	0.032778015	0	0.002996382	0.095964739	0	0.153317221	0	0.034518308	0	0.029158075	0	0	0.040127714	0.001323939	0.053753173	0.380760159	0.024790121	0	0.150512153	0	0	0	0.008	0.250508216	0.982553002	Kan	BR205	BR205	Kan						
BR212	0.016552286	0	0	0.103185087	0	0.249206706	0	0.065612972	0.020342909	0	0	0.035136972	0.00560011	0	0.101131781	0.182347372	0.00525929	0	0.215624516	0	0	0	0	0.490754314	0.871578302	Kan	BR212	BR212	Kan						
BR226	0.003394095	0	7.00E-04	8.00E-04	0	0.115118665	0	0.033884484	0.047944557	0.015281549	0.003970486	0	0	0.348175837	0.043007949	0.321964249	0	0	0.065791289	0	0	0	0	0.608059163	0.795285348	Kan	BR226	BR226	Kan						
BR233	0	0.010676753	0.003183511	0.065046693	0	0.189708552	0.006049709	0.022055155	0	0.099234214	0	0	0	0	0.035161008	0.309350636	0.139703503	0	0.063666525	0	0.046955303	0.009208438	0.008	0.251075819	0.981272837	Kan	BR233	BR233	Kan						
BR235	0.002764224	0	0	0.056662935	0	0.130363611	0	0.05892945	0.003732462	0	0	0.045219835	0.007926042	0.087591212	0.125855262	0.41109254	0.003797264	0	0.062628342	0	0	0.003436821	0	0.375228524	0.93162697	Kan	BR235	BR235	Kan						
BR246	0	0.015990562	0	0.170628915	0	0.126560731	0.040674897	0.035897204	0	0.057415441	0	0.013405399	0	0	0.12619589	0.213501849	0.086549842	0	0.088860803	0.023834541	5.00E-04	0	0	0.339798902	0.943862216	Kan	BR246	BR246	Kan						
BR248	0.014796285	0	0.003432595	0.047142707	0	0.159930152	0	0.012495355	0	0.039946452	0	0.023288284	0.053660158	0	0.050588251	0.55632326	0	0	0.009438262	0.006508861	0.003780348	0.018669028	0.007	0.260767754	0.991641682	Kan	BR248	BR248	Kan						
BR251	0.024476909	0	8.00E-04	0.128180146	0	0.179681162	0	0.047025328	0	0.107187057	0	0.012831561	0	0	0.098793808	0.212823936	0.0523341	0	0.017621505	0.043801244	0.074419786	0	0.01	0.244817756	0.98685478	Kan	BR251	BR251	Kan						
BR255	0.042158573	0	0.007928362	0.043343247	0	0.073647842	0	0.043142937	0.015149465	0	0	0.033837579	0.034991628	0.219086887	0.13916719	0.309482795	0.009139194	0	0	0.0289243	0	0	0	0.400106846	0.922446087	Kan	BR255	BR255	Kan						
BR259	0.035955814	0	0	0.096187284	0	0.193199525	0	0.071165127	0.010250186	0.067913083	0	0.013343585	0.009454145	0	0.09428189	0.193949534	0.041266472	0	0.173033354	0	0	0	0	0.409670521	0.911475159	Kan	BR259	BR259	Kan						
BR300	0	0.006169996	0.008450497	0.039036859	0	0.056464872	0	0.02712679	0.019907024	0	0	0.018534988	0	0.197273765	0.030899148	0.391106083	0	0	0.20502998	0	0	0	0	0.522032784	0.852932428	Kan	BR300	BR300	Kan						
BR301	0	0	0.001055556	0.02566182	0	0.029607348	0	0.019540446	0.013498361	0	0	0.014703548	0	0.247560448	0.050270825	0.5790726	0	0	0.015499588	0	0	0.003529459	0	0.623804792	0.781374189	Kan	BR301	BR301	Kan						
BR303	0	0	6.00E-04	0.022828845	0	0.084095852	0	0.018192738	0	0	0	0.008908651	0	0.352086451	2.00E-04	0.490728145	0	0	0.019072752	0	0	0.003250786	0	0.569679145	0.825623797	Kan	BR303	BR303	Kan						
BR307	0.00308462	0	0.011736148	0.191028338	0	0.123374878	0	0.083017714	0.016139964	0.037951032	0	0.051358545	0	0.03701835	0.072513686	0.324321786	0.017803505	0	0.030651433	0	0	0	0	0.458858591	0.887654733	Kan	BR307	BR307	Kan						
BR309	0.015210766	0.032320742	0	0	0	0.275323591	0	0.042640016	0	0	0	0.02202029	0.0536158	0	0.051185127	0.276133954	0.083296027	0	0.121739413	0.016225988	0	0.010288287	0	0.331125564	0.945581314	Kan	BR309	BR309	Kan						
BR313	0	0.047251249	0	0.022887835	0	0.188927195	0.02580529	0.067602503	0	0	0	0.06499667	0.036484772	0.048093105	0.112511087	0.286226752	0.030667855	0	0	0.068545688	0	0	0	0.341633669	0.942819026	Kan	BR313	BR313	Kan						
BR316	0	0	0.004175317	0.074808507	0	0.205832047	0	0.056571127	0	0.012668364	0	0.020682927	0.020543734	0	0.082030232	0.415369318	0.011900748	0	0.071779175	0.018043346	0.004094906	0.001500252	0	0.339565847	0.945312929	Kan	BR316	BR316	Kan						
BR331	0.004509572	0.031951171	0	0.131126609	0	0.117834334	0	0.017225991	0.003021363	0.049933168	0	0.091102359	0.006541174	0	0.155510152	0.183021917	0.004230381	0	0.203991809	0	0	0	0	0.519323201	0.855145098	Kan	BR331	BR331	Kan						
BR355	0.028428862	0	0.021802581	0.129044592	0	0.165885296	0	0.050718707	0	0	0	0.022636765	0.005182068	0.00898082	0.057905306	0.249583803	0.023695037	0	0.236136162	0	0	0	0	0.396264447	0.91779135	Kan	BR355	BR355	Kan						
BR356	0.029347538	0	0.002110448	0.035021254	0	0.124207718	0	0.034589106	1.00E-04	0	0.001726592	0.008787727	0	0.189576265	0.057410135	0.431753079	0	0	0.083866	0	0	0.001524501	0	0.338258233	0.954962463	Kan	BR356	BR356	Kan						
BR366	0.027521212	0	0	0.082105826	0	0.084007205	0	0.007553712	0	0.004026733	0	0.027616675	0.023958038	0	0.026810934	0.467479014	0.077414827	0	0.171505825	0	0	0	0	0.494073435	0.869941872	Kan	BR366	BR366	Kan						
BR367	3.00E-04	0	0	0	0	0.066007311	0	0.055457916	0.022207395	0	0	0.017200964	0	0.433794092	0.038476355	0.303313304	0	0	0	0.061798801	0	0.001451065	0	0.435855668	0.919889793	Kan	BR367	BR367	Kan						
BR371	0.083245091	0	0	0.093859836	0	0.167865292	0	0.057281284	0.003763606	0.016899263	0	0.036516822	0.044085257	0	0.087742518	0.26219575	0.133429924	0	0.012410553	0	0	7.00E-04	0.029	0.195439148	1.004578979	Kan	BR371	BR371	Kan						
BR374	0.003661578	0	0.00194622	0.103315196	0	0.183700236	0	0.048935555	0.014291646	0	0	0.047030727	0.021787131	0	0.049919099	0.313806097	0.014601598	0	0.191930739	0	0	0.005074179	0.692	0.005155483	1.083342301	Kan	BR374	BR374	Kan						
BR383	0	0.009993021	0.007824541	0.077454098	0	0.093843059	0	0.041890648	0.027087557	0.004288851	0	0.094012675	0	0.047199082	0.221490719	0.264357683	6.00E-04	0	0.108569648	0	0	0.001397104	0	0.432049185	0.904342343	Kan	BR383	BR383	Kan						
BR386	0.012381703	0.003433837	0	0.117673804	0	0.180108076	0	0.046373342	0	0	0	0.040494443	0.013525457	0	0.067396907	0.364087016	0.072949021	0	0.077910235	0	0	0.003666159	0	0.352568833	0.937943695	Kan	BR386	BR386	Kan						
BR391	0.060300089	0.035288338	0	0.18921049	0	0.244954893	0	0.039917519	1.00E-04	0	0	0	0.013026509	0.028775555	0.106161632	0.246722032	0.015191066	0	0.020378237	0	0	0	0	0.408566653	0.912981167	Kan	BR391	BR391	Kan						
BR393	2.00E-04	0	0.0064689	0.098468689	0	0.179736025	0	0.00843135	0.010439542	0	0	0.016755822	0.018552734	0.249464492	0.053456877	0.346624689	0	0	0.004134167	0	0	0.007234135	0	0.426518962	0.908582624	Kan	BR393	BR393	Kan						
BR395	0.047041039	0.042591006	0	0.207849675	0	0.146142308	0.03878432	0.061700641	0	0.045892637	0	0.028734198	0	0.009212429	0.200712422	0.149881635	0.00137785	0	0.018829271	0	0	0.001250571	0	0.488210254	0.872398696	Kan	BR395	BR395	Kan						
BR408	0.044946577	0	0.029844404	0.098005657	0	0.242254006	0	0.054106589	0	0.012023164	0	0.035568448	0.004281672	0.080274567	0.098129214	0.233868356	0.032499884	0	0.034197463	0	0	0	0	0.353561638	0.937778254	Kan	BR408	BR408	Kan						
BR412	0.014583993	0.023752365	0.002334977	0.151491293	0	0.23386105	0	0.058433975	0.025809242	0	0	0.047690685	0.014215748	0	0.075213027	0.213114252	0.056204029	0	0.080195108	0.003100255	0	0	0	0.391174658	0.920308426	Kan	BR412	BR412	Kan						
BR413	0.029994903	0	0.005572797	0.127462062	0	0.241700767	0	0.097982636	0.013271026	0.012219235	0	0.046641378	0	0.038595366	0.154368402	0.212339702	0	0	0.008956676	0	0	0.01089505	0	0.349342793	0.945995049	Kan	BR413	BR413	Kan						
BR414	0.01725008	0	0.017482776	0.058135939	0	0.0523394	0	0.037807522	0.004066535	0	0	0.041616719	0.013921575	0	0.104047357	0.38074736	0.033002272	0	0.239582465	0	0	0	0	0.394007062	0.920238995	Kan	BR414	BR414	Kan						
BR418	0.039781411	0.014555151	0.014425779	0.085648996	0	0.316764013	0	0.008084012	0	0.036112044	0	0.029068475	0	0	0.09029138	0.158529564	0.045934431	0	0.098273465	0.053679802	0	0.008851478	0.052	0.170172324	1.017830128	Kan	BR418	BR418	Kan						
BR419	0.061665329	0.001628661	0	0.158342567	0	0.219779269	0.043986742	0.016787851	0.010849498	0.022771431	0	0.115969365	0.016827271	0.002884307	0.085936532	0.188722237	0.00730932	0	0.04653962	0	0	0	0	0.51365874	0.858502237	Kan	BR419	BR419	Kan						
BR431	0.08824121	0	0.037238416	0.076613477	0	0.161443597	0	0.053060786	0	0	0	0.022726579	0.033119086	0.029900359	0.055141617	0.390675175	0.01516611	0	0.036049802	0	0	6.00E-04	0.001	0.290603019	0.96511581	Kan	BR431	BR431	Kan						
BR437	0.04905561	0	0.006147932	0.096281181	0	0.200831057	0	0.081240894	0.045829289	0	0	0.016468261	0.032008265	0.019427283	0.118632155	0.224426394	0.010009969	0	0.096140931	0	0.003500776	0	0	0.409919788	0.911380004	Kan	BR437	BR437	Kan						
BR442	0.033521114	0	0.011051076	0.085836355	0	0.223328292	0	0.066599033	0	0	0	0.046384124	0.006014227	0	0.099303878	0.2940979	0.035086395	0	0.098777607	0	0	0	0.005	0.266617931	0.97525613	Kan	BR442	BR442	Kan						
BR457	0.020908017	0	0.005127437	0.253073208	0	0.093882647	0.066487614	0.0820979	0	0.03821028	0	0.132806511	0.011234444	0	0.103222753	0.130057895	0.025711188	0	0.031031816	0	0.006148288	0	0	0.44273873	0.897983483	Kan	BR457	BR457	Kan						
BR469	0.016836365	0.038558594	0	0.146997489	0	0.142452685	0.002925952	0.050043763	0.005682685	0.056254474	0	0	0	0.127878138	0.064544524	0.280477854	0	0	0.067347478	0	0	0	0.008	0.255411956	0.983220789	Kan	BR469	BR469	Kan						
X15602.D708_D505	0.003653308	0	0.00561755	0.067613508	0	0.044814082	0	0.018857622	0.002523943	0	0	0.009249665	0	0.093780196	0.02699369	0.538907786	0.00462151	0	0.18336714	0	0	0	0	0.42087285	0.911782965	SJMC	SD0012	SD0012	MyBrCa						
X15535.D704_D504	0.009814945	0.005163792	0.015055664	0.157058438	0	0.120107913	0	0.098769168	0.049484864	0	0	0.055822398	0.015225451	0	0.041305866	0.269920515	0.026072157	0	0.135505011	5.00E-04	0	2.00E-04	0	0.325459401	0.949274806	SJMC	SD0014	SD0014	MyBrCa						
X15092.D702_D505	0.001402259	0.075951171	0	0.10111617	0	0.131646181	0	0.092518725	0	0.002222465	0	0.001346204	0	0	0.0393928	0.33918253	0.067670331	0	0.147551164	0	0	0	0.015	0.233397837	0.987239696	SJMC	SD0015	SD0015	MyBrCa						
X15535.D712_D504	0.021428593	0.035292096	0	0.147249942	0	0	0	0.057859605	0.059007744	0.064390644	0	0.120089059	0.019175788	0.036859489	0.096219491	0.191476557	0.022417532	0	0.128533461	0	0	0	0.005	0.266244766	0.978575644	SJMC	SD0017	SD0017	MyBrCa						
X14956.D706_D504	0	0.023068265	0.01565546	0.062644662	0	0.026589869	0	0.111168579	0.012601486	0	0	0.041320107	0.001202752	0.178647808	0.071407936	0.381087042	0.010623602	0	0.063982432	0	0	0	0.001	0.305213046	0.966651451	SJMC	SD0018	SD0018	MyBrCa						
X15535.D702_D505	0.04452099	0	0	0.072102139	0	0.031978963	0	0.043471724	0.068000489	0	8.00E-04	0.001378968	0	0.278913751	0.083286436	0.30609475	0.006531117	0	0.062925204	0	0	0	0	0.693108732	0.742957639	SJMC	SD0023	SD0023	MyBrCa						
X15092.D706_D507	0.015354612	0.008027535	0	0	0	0.016320799	0	0.125745515	0.023444817	0	0	0.12470603	0.015197753	0.208872796	0.119855648	0.205138308	0	0.066344138	0	0.07099205	0	0	0	0.35405359	0.944347797	SJMC	SD0027	SD0027	MyBrCa						
X14956.D703_D508	0.013752124	0.04182752	0	0.168360136	0	0.121145268	0	0.018078081	0.041562496	0.014318665	0	0.063173089	0.038246655	0	0.088350092	0.302472306	0.018886236	0	0.069827331	0	0	0	0.001	0.284301888	0.968323523	SJMC	SD0028	SD0028	MyBrCa						
X15535.D704_D502	0	0.016448179	0.009231731	0.165639351	0	0.078353986	0	0.105701842	0.013938862	0.020094595	0	0.117193828	0.011179194	0	0.119313558	0.269576101	0.01155316	0	0.053921351	0	0	0.007854262	0.001	0.300953645	0.96576584	SJMC	SD0029	SD0029	MyBrCa						
X15436.D706_D506	0.042585582	0	0.002639181	0.053244641	0	0.213748518	0	0.064075892	0.016929647	0	0	0.036368652	0.014937252	0	0.133924104	0.340826024	0.010394636	0	0.069140163	0	0	0.001185708	0	0.487153455	0.873542436	SJMC	SD0030	SD0030	MyBrCa						
X15602.D710_D508	0.038126704	0.017159755	0	0.079039011	0	0.170320122	0.010902367	0.065160817	0.020506263	0.029408982	0	0.105679336	0.005269537	0.009969132	0.087785208	0.287828502	0.037367623	0	0.035476641	0	0	0	0	0.384722555	0.923653174	SJMC	SD0032	SD0032	MyBrCa						
X15535.D703_D506	0.042000837	0.006284284	0	0.1831392	0	0.046850482	0.003085404	0.118546429	0.124311514	0.010280216	0	0.114083962	0.005842029	0.052700521	0.088690695	0.172817254	0.011143465	0	0.020223709	0	0	0	0	0.354355194	0.941774617	SJMC	SD0033	SD0033	MyBrCa						
X15092.D710_D506	0.022500762	0	0	0.0441629	0	0.039984165	0	0.031438959	0.027178334	0.013722269	0	0.016133019	0.011919459	0.093397178	0.025011245	0.55416099	0	0	0.100564307	0	0	0.019826413	0	0.538462783	0.842663786	SJMC	SD0034	SD0034	MyBrCa						
X15535.D710_D507	0.006280085	0	0.010997016	0.158918124	0	0.009467745	0	0.053687514	0.040473626	0	0	0.052250134	0	0.355205392	0.04533336	0.248601859	0	0	0.018785146	0	0	0	0	0.447360566	0.898383117	SJMC	SD0042	SD0042	MyBrCa						
X15092.D712_D503	0.012575416	0	0.009112946	0.065167672	0	0.06778435	0	0.077715641	0	0	0	0.021757667	0.027106256	0	0.037504205	0.554613784	0	0.035485996	0.061867934	0.01793475	0	0.011373383	0	0.380534118	0.928855707	SJMC	SD0043	SD0043	MyBrCa						
X15436.D702_D504	0	0	0	0.028952195	0	0.061538025	0	0.037468226	0	0.013276627	0	0.010385019	0.033866346	0	0.027040792	0.749374201	0	0	0.020860531	0	0	0.017238039	0	0.46885788	0.890246709	SJMC	SD0044	SD0044	MyBrCa						
X15602.D710_D504	0.034577714	0.003383318	0	0.059804942	0	0.156712659	0	0.032992034	0	0.026668972	0	0.009425761	0	0.066363488	0.084320776	0.339297235	0.04210088	0	0.142608906	0	0	0.001743314	0	0.472003685	0.881910385	SJMC	SD0045	SD0045	MyBrCa						
X14957.D712_D502	0.037816794	0	0.015831394	0.074020562	0	0.031336825	0	0.052931889	0	0	0.00727417	0	0.006213	0.012613515	0.030826012	0.673488742	0	0	0.034075037	0.015680359	0	0.007891701	0	0.34241265	0.958030989	SJMC	SD0048	SD0048	MyBrCa						
X15602.D702_D508	0	0	0.012263494	0.006871239	0	0.089345011	0.026741514	0.050114408	0.010878657	0.010507848	0	0.030550753	3.00E-04	0	0.184636468	0.396520642	0.019831679	0	0.161460843	0	0	0	0	0.511469713	0.858709229	SJMC	SD0050	SD0050	MyBrCa						
X15092.D706_D506	0.056099346	0	0	0.176629019	0	0.139986054	0	0.076715642	0.034440673	0.039395797	0	0.019885296	0.007792941	0	0.07090801	0.26253076	0.09377737	0	0.021839093	0	0	0	0	0.413887415	0.909651147	SJMC	SD0052	SD0052	MyBrCa						
X15436.D704_D506	0.025910126	0.005949526	0	0.124307734	0	0.116354118	0.010980828	0.046866228	0.028989945	0.016905597	0	0	0	0.018741588	0.113314074	0.434980068	0.012985413	0	0.040799198	0	0	0.002906565	0	0.443118481	0.895767113	SJMC	SD0053	SD0053	MyBrCa						
X14957.D704_D501	0	0	0.023077892	0.09556371	0	0.071455037	0	0.034574333	0.016887702	0	0	0.072785635	0.008375289	0.080567258	0.032973991	0.4957223	0.010281991	0.004987629	0.039004361	0	0	0.013742872	0.001	0.320999134	0.959498723	SJMC	SD0054	SD0054	MyBrCa						
